Prompt 1,Prompt 2,Prompt 3,Prompt 4,Prompt 5,doc_name,sent_idx,text,mention pair,label
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'Barack Obama', 'start_token_id': 25, 'end_token_id': 26}
 {'mention': 'from Atlanta', 'start_token_id': 60, 'end_token_id': 61}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'Barack Obama', 'start_token_id': 25, 'end_token_id': 26}
 {'mention': 'to Washington', 'start_token_id': 62, 'end_token_id': 63}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'sources', 'start_token_id': 30, 'end_token_id': 30}
 {'mention': 'Gupta', 'start_token_id': 33, 'end_token_id': 33}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'sources', 'start_token_id': 30, 'end_token_id': 30}
 {'mention': 'Washington Post', 'start_token_id': 46, 'end_token_id': 47}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'sources', 'start_token_id': 30, 'end_token_id': 30}
 {'mention': 'family', 'start_token_id': 59, 'end_token_id': 59}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'sources', 'start_token_id': 30, 'end_token_id': 30}
 {'mention': 'from Atlanta', 'start_token_id': 60, 'end_token_id': 61}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'sources', 'start_token_id': 30, 'end_token_id': 30}
 {'mention': 'to Washington', 'start_token_id': 62, 'end_token_id': 63}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'Gupta', 'start_token_id': 33, 'end_token_id': 33}
 {'mention': 'Washington Post', 'start_token_id': 46, 'end_token_id': 47}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'Gupta', 'start_token_id': 33, 'end_token_id': 33}
 {'mention': 'family', 'start_token_id': 59, 'end_token_id': 59}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'Gupta', 'start_token_id': 33, 'end_token_id': 33}
 {'mention': 'from Atlanta', 'start_token_id': 60, 'end_token_id': 61}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'Gupta', 'start_token_id': 33, 'end_token_id': 33}
 {'mention': 'to Washington', 'start_token_id': 62, 'end_token_id': 63}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'Washington Post', 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'family', 'start_token_id': 59, 'end_token_id': 59}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'Washington Post', 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'from Atlanta', 'start_token_id': 60, 'end_token_id': 61}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'Washington Post', 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'to Washington', 'start_token_id': 62, 'end_token_id': 63}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'family', 'start_token_id': 59, 'end_token_id': 59}
 {'mention': 'from Atlanta', 'start_token_id': 60, 'end_token_id': 61}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'family', 'start_token_id': 59, 'end_token_id': 59}
 {'mention': 'to Washington', 'start_token_id': 62, 'end_token_id': 63}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecb.xml,[0 1],"Dr. Sanjay Gupta, a neurosurgeon and chief medical correspondent for CNN, has been offered the post of Surgeon General by President-elect Barack Obama, according to sources.  Gupta, 39, has reportedly accepted the job, according to the Washington Post, and is already working out the details of moving his family from Atlanta to Washington.","[{'mention': 'from Atlanta', 'start_token_id': 60, 'end_token_id': 61}
 {'mention': 'to Washington', 'start_token_id': 62, 'end_token_id': 63}]",0.0
Prompt 1,Prompt 2,Prompt 3,Prompt 4,Prompt 5,doc_name,sent_idx,text,mention pair,label
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[0 1],"http://www.scientificamerican.com/blog/post. cfm? id=obama-nominates-new-surgeon-general-2009-07-13  Obama nominates new surgeon general: MacArthur ""genius grant"" fellow Regina Benjamin ","[{'mention': 'Obama', 'start_token_id': 20, 'end_token_id': 20}
 {'mention': 'surgeon general', 'start_token_id': 12, 'end_token_id': 24}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[0 1],"http://www.scientificamerican.com/blog/post. cfm? id=obama-nominates-new-surgeon-general-2009-07-13  Obama nominates new surgeon general: MacArthur ""genius grant"" fellow Regina Benjamin ","[{'mention': 'Obama', 'start_token_id': 20, 'end_token_id': 20}
 {'mention': 'MacArthur "" genius grant "" fellow Regina Benjamin', 'start_token_id': 26, 'end_token_id': 33}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[0 1],"http://www.scientificamerican.com/blog/post. cfm? id=obama-nominates-new-surgeon-general-2009-07-13  Obama nominates new surgeon general: MacArthur ""genius grant"" fellow Regina Benjamin ","[{'mention': 'surgeon general', 'start_token_id': 12, 'end_token_id': 24}
 {'mention': 'MacArthur "" genius grant "" fellow Regina Benjamin', 'start_token_id': 26, 'end_token_id': 33}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[1 2]," Obama nominates new surgeon general: MacArthur ""genius grant"" fellow Regina Benjamin  Jul 13, 2009 01: 40 PM ","[{'mention': 'Obama', 'start_token_id': 20, 'end_token_id': 20}
 {'mention': 'surgeon general', 'start_token_id': 12, 'end_token_id': 24}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[1 2]," Obama nominates new surgeon general: MacArthur ""genius grant"" fellow Regina Benjamin  Jul 13, 2009 01: 40 PM ","[{'mention': 'Obama', 'start_token_id': 20, 'end_token_id': 20}
 {'mention': 'MacArthur "" genius grant "" fellow Regina Benjamin', 'start_token_id': 26, 'end_token_id': 33}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[1 2]," Obama nominates new surgeon general: MacArthur ""genius grant"" fellow Regina Benjamin  Jul 13, 2009 01: 40 PM ","[{'mention': 'Obama', 'start_token_id': 20, 'end_token_id': 20}
 {'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[1 2]," Obama nominates new surgeon general: MacArthur ""genius grant"" fellow Regina Benjamin  Jul 13, 2009 01: 40 PM ","[{'mention': 'surgeon general', 'start_token_id': 12, 'end_token_id': 24}
 {'mention': 'MacArthur "" genius grant "" fellow Regina Benjamin', 'start_token_id': 26, 'end_token_id': 33}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[1 2]," Obama nominates new surgeon general: MacArthur ""genius grant"" fellow Regina Benjamin  Jul 13, 2009 01: 40 PM ","[{'mention': 'surgeon general', 'start_token_id': 12, 'end_token_id': 24}
 {'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[1 2]," Obama nominates new surgeon general: MacArthur ""genius grant"" fellow Regina Benjamin  Jul 13, 2009 01: 40 PM ","[{'mention': 'MacArthur "" genius grant "" fellow Regina Benjamin', 'start_token_id': 26, 'end_token_id': 33}
 {'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}
 {'mention': ""country 's"", 'start_token_id': 46, 'end_token_id': 47}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}
 {'mention': 'politicos', 'start_token_id': 48, 'end_token_id': 48}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}
 {'mention': 'U. S. Supreme Court', 'start_token_id': 55, 'end_token_id': 58}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}
 {'mention': 'Sonia Sotomayor', 'start_token_id': 62, 'end_token_id': 63}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}
 {'mention': 'today', 'start_token_id': 64, 'end_token_id': 64}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}
 {'mention': 'Barack Obama', 'start_token_id': 67, 'end_token_id': 68}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}
 {'mention': 'Regina Benjamin', 'start_token_id': 70, 'end_token_id': 71}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}
 {'mention': ""country 's"", 'start_token_id': 77, 'end_token_id': 78}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}
 {'mention': 'surgeon general', 'start_token_id': 80, 'end_token_id': 81}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}
 {'mention': 'spokesperson', 'start_token_id': 86, 'end_token_id': 86}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}
 {'mention': 'issues', 'start_token_id': 88, 'end_token_id': 88}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}
 {'mention': 'public', 'start_token_id': 90, 'end_token_id': 90}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'Jul 13 , 2009 01 : 40 PM', 'start_token_id': 35, 'end_token_id': 42}
 {'mention': 'Obama', 'start_token_id': 94, 'end_token_id': 94}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': ""country 's"", 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'politicos', 'start_token_id': 48, 'end_token_id': 48}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': ""country 's"", 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'U. S. Supreme Court', 'start_token_id': 55, 'end_token_id': 58}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': ""country 's"", 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'Sonia Sotomayor', 'start_token_id': 62, 'end_token_id': 63}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': ""country 's"", 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'today', 'start_token_id': 64, 'end_token_id': 64}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': ""country 's"", 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'Barack Obama', 'start_token_id': 67, 'end_token_id': 68}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': ""country 's"", 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'Regina Benjamin', 'start_token_id': 70, 'end_token_id': 71}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': ""country 's"", 'start_token_id': 46, 'end_token_id': 47}
 {'mention': ""country 's"", 'start_token_id': 77, 'end_token_id': 78}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': ""country 's"", 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'surgeon general', 'start_token_id': 80, 'end_token_id': 81}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': ""country 's"", 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'spokesperson', 'start_token_id': 86, 'end_token_id': 86}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': ""country 's"", 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'issues', 'start_token_id': 88, 'end_token_id': 88}]",0.0
"(0, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': ""country 's"", 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'public', 'start_token_id': 90, 'end_token_id': 90}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': ""country 's"", 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'Obama', 'start_token_id': 94, 'end_token_id': 94}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'politicos', 'start_token_id': 48, 'end_token_id': 48}
 {'mention': 'U. S. Supreme Court', 'start_token_id': 55, 'end_token_id': 58}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'politicos', 'start_token_id': 48, 'end_token_id': 48}
 {'mention': 'Sonia Sotomayor', 'start_token_id': 62, 'end_token_id': 63}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'politicos', 'start_token_id': 48, 'end_token_id': 48}
 {'mention': 'today', 'start_token_id': 64, 'end_token_id': 64}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_10ecbplus.xml,[2 3]," Jul 13, 2009 01: 40 PM  As the country's politicos have their sights set on the U. S. Supreme Court confirmation hearings for Sonia Sotomayor today, President Barack Obama nominated Regina Benjamin, 52, as the country's new surgeon general, the ""leading spokesperson on issues of public health, "" Obama said. ","[{'mention': 'politicos', 'start_token_id': 48, 'end_token_id': 48}
 {'mention': 'Barack Obama', 'start_token_id': 67, 'end_token_id': 68}]",0.0
